sku,colorFamily,imageUrl
GIUP-2518,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2518.webp
GIUP-2519,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2519.webp
GIUP-2520,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2520.webp
GIUP-2521,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2521.webp
GIUP-2522,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2522.webp
GIUP-2523,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2523.webp
GIUP-2524,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2524.webp
GIUP-2525,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2525.webp
GIUP-2526,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2526.webp
GIUP-2528,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2528.webp
GIUP-2600,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2600.webp
GIUP-2601,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2601.webp
GIUP-2602,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2602.webp
GIUP-2603,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2603.webp
GIUP-2604,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2604.webp
GIUP-2605,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2605.webp
GIUP-2606,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2606.webp
GIUP-2607,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2607.webp
GIUP-2608,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2608.webp
GIUP-2609,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2609.webp
GIUP-2610,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-2610.webp
GIUP-AD01,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-AD01.jpg
GIUP-AD02,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-AD02.jpg
GIUP-AD03,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-AD03.jpg
GIUP-B2BBlue0003,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-B2BBlue0003.jpg
GIUP-B2BRed0001,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-B2BRed0001.jpg
GIUP-B2BYellow0002,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-B2BYellow0002.jpg
GIUP-FFF,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-FFF.jpg
GIUP-FR01,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-FR01.jpg
GIUP-FR02,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-FR02.jpg
GIUP-FR03,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-FR03.jpg
GIUP-FR04,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-FR04.webp
GIUP-FR05,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-FR05.webp
GIUP-FR06,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-FR06.webp
GIUP-FR08,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-FR08.webp
GIUP-N001,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N001.jpg
GIUP-N002,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N002.jpg
GIUP-N003,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N003.jpg
GIUP-N004,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N004.jpg
GIUP-N005,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N005.jpg
GIUP-N006,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N006.jpg
GIUP-N007,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N007.jpg
GIUP-N008,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N008.jpg
GIUP-N009,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N009.jpg
GIUP-N010,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N010.jpg
GIUP-N011,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N011.jpg
GIUP-N012,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N012.jpg
GIUP-N013,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N013.jpg
GIUP-N014,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N014.jpg
GIUP-N015,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N015.jpg
GIUP-N016,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N016.jpg
GIUP-N017,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N017.jpg
GIUP-N018,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N018.jpg
GIUP-N019,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N019.jpg
GIUP-N020,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N020.jpg
GIUP-N021,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N021.jpg
GIUP-N022,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N022.jpg
GIUP-N023,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N023.jpg
GIUP-N025,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP-N025.webp
GIUP131,,/gelitup-content/product-images/COLORS/SOLID GEL POLISH/GIUP131.jpg
